timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698851860227,498,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-5,text,true,,70184,1287,9,9,https://www.talan-academy.com/#login,230,0,171
1698851860227,230,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-5,text,true,,853,690,9,9,https://www.talan-academy.com/connexion,230,0,171
1698851860457,268,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-5,text,true,,69331,597,9,9,https://www.talan-academy.com/#login,63,0,0
1698851860227,498,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,70184,1287,9,9,null,230,1,171
1698851860158,631,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-2,text,true,,70184,1287,8,8,https://www.talan-academy.com/#login,245,0,180
1698851860158,245,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-2,text,true,,853,690,8,8,https://www.talan-academy.com/connexion,245,0,180
1698851860403,386,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-2,text,true,,69331,597,8,8,https://www.talan-academy.com/#login,70,0,0
1698851860157,631,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,70184,1287,8,8,null,245,2,180
1698851860257,565,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-9,text,true,,70184,1287,7,7,https://www.talan-academy.com/#login,233,0,169
1698851860257,233,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-9,text,true,,853,690,7,7,https://www.talan-academy.com/connexion,233,0,169
1698851860491,331,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-9,text,true,,69331,597,7,7,https://www.talan-academy.com/#login,67,0,0
1698851860256,565,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-9,,true,,70184,1287,7,7,null,233,2,169
1698851860513,482,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-10,text,true,,70184,1287,6,6,https://www.talan-academy.com/#login,213,0,154
1698851860513,213,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-10,text,true,,853,690,6,6,https://www.talan-academy.com/connexion,213,0,154
1698851860726,269,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-10,text,true,,69331,597,6,6,https://www.talan-academy.com/#login,65,0,0
1698851860512,482,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,70184,1287,6,6,null,213,1,154
1698851860447,579,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-1,text,true,,70184,1287,5,5,https://www.talan-academy.com/#login,236,0,174
1698851860447,236,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-1,text,true,,853,690,5,5,https://www.talan-academy.com/connexion,236,0,174
1698851860684,342,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-1,text,true,,69331,597,5,5,https://www.talan-academy.com/#login,66,0,0
